ID de Filme,T+AO0-tulo,Ano de Lan+AOc-amento,G+AOo-nero 1,G+AOo-nero 2,Classifica+AOcA4w-o,Dura+AOcA4w-o,Diretor,Diretor Ganhou Oscar ?,Pa+AO0-s de Origem,Or+AOc-amento (+ACQ-),Ator Principal,Ator Principal Ganhou Oscar,Avalia+AOcA4w-o IMDB,Filme Ganhou Oscar
2529,Planet of the Apes,1968,Sci+AC0-Fi,Action,12,112,Franklin J. Schaffner,Sim,USA,5800000,Charlton Heston,Sim,8.0,Nao
2531,Battle for the Planet of the Apes,1973,Sci+AC0-Fi,Action,Livre,93,J. Lee Thompson,Nao,USA,1800000,Roddy McDowall,Nao,5.5,Nao
2533,Escape from the Planet of the Apes,1971,Sci+AC0-Fi,Action,Livre,98,Don Taylor,Nao,USA,2500000,Roddy McDowall,Nao,6.3,Nao
2539,Analyze This,1999,Comedy,?,Rated R for languagea scene of sexuality and some violence,103,Harold Ramis,Nao,USA,80000000,Robert De Niro,Sim,6.7,Nao
2542,Lock,1998,Comedy,Thriller,18,107,Guy Ritchie,Nao,UK,?,Jason Flemyng,Nao,8.2,Nao
2549,Wing Commander,1999,Sci+AC0-Fi,Action,Rated PG+AC0-13 for sexual references and sci+AC0-fi action/violence,100,Chris Roberts,Nao,USA,30000000,Freddie Prinze Jr.,Nao,4.2,Nao
2550,Haunting,1963,Horror,Thriller,?,112,Robert Wise,Sim,UK,1400000,Julie Harris,Nao,7.6,Nao
2553,Village of the Damned,1960,Horror,Thriller,?,77,Wolf Rilla,Nao,UK,200000,George Sanders,Sim,7.3,Nao
2554,Children of the Damned,1964,Horror,Thriller,?,90,Anton Leader (as Anton M. Leader),Nao,UK,?,Ian Hendry,Nao,6.2,Nao
2555,Baby Geniuses,1999,Comedy,?,Livre,97,Bob Clark,Nao,USA,12000000,Kathleen Turner,Nao,2.6,Nao
2560,Ravenous,1999,Horror,Drama,Rated R for considerable gore and strong violence,101,Antonia Bird,Nao,Czech Republic,12000000,Guy Pearce,Nao,7.0,Nao
2565,King and I,1956,Musical,?,?,133,Walter Lang,Nao,USA,4550000,Yul Brynner,Sim,7.5,Sim
2568,Mod Squad,1999,Action,Crime,Rated R for language violence and some sexuality,92,Scott Silver,Nao,USA,50000000,Claire Danes,Nao,4.2,Nao
2571,Matrix,1999,Sci+AC0-Fi,Action,12,136,Lana Wachowski (as The Wachowski Brothers),Nao,USA,63000000,Keanu Reeves,Nao,8.7,Sim
2572,10 Things I Hate About You,1999,Comedy,Romance,Rated PG+AC0-13 for crude sex+AC0-related humor and dialogue alcohol and drug+AC0-related scenes all involving teens,97,Gil Junger,Nao,USA,30000000,Heath Ledger,Sim,7.2,Nao
2574,Out+AC0-of+AC0-Towners,1999,Comedy,?,Rated PG+AC0-13 for some sex and drug+AC0-related humor,90,Sam Weisman,Nao,USA,75000000,Steve Martin,Nao,5.3,Nao
2580,Go,1999,Crime,?,Rated R for strong drug contentsexualitylanguage and some violence,102,Doug Liman,Nao,USA,20000000,Sarah Polley,Nao,7.3,Nao
2581,Never Been Kissed,1999,Comedy,Romance,Rated PG+AC0-13 for sex+AC0-related material and some drug content,107,Raja Gosnell,Nao,USA,25000000,Drew Barrymore,Nao,6.0,Nao
2583,Cookie's Fortune,1999,Mystery,?,Rated PG+AC0-13 for the depiction of a violent actand for sensuality,118,Robert Altman,Nao,USA,8500000,Glenn Close,Nao,6.9,Nao
2598,Pushing Tin,1999,Comedy,?,Rated R for language and a scene of sexuality,124,Mike Newell,Nao,USA,33000000,John Cusack,Nao,6.0,Nao
2599,Election,1999,Comedy,?,Rated R for strong sexuality sex+AC0-related dialogue and language and a scene of drug use,103,Alexander Payne,Nao,USA,25000000,Matthew Broderick,Nao,7.3,Nao
2600,eXistenZ,1999,Sci+AC0-Fi,Action,16,97,David Cronenberg,Nao,Canada,?,Jude Law,Nao,6.8,Nao
2605,Entrapment,1999,Thriller,Crime,Rated PG+AC0-13 for some languagesensualityviolence and drug content,113,Jon Amiel,Nao,USA,66000000,Sean Connery,Sim,6.2,Nao
2607,Get Real,1998,Drama,?,Rated R for language and sexual content,108,Simon Shore,Nao,UK,?,Ben Silverstone,Nao,7.7,Nao
2613,Night of the Comet,1984,Horror,Action,?,95,Thom Eberhardt,Nao,USA,700000,Catherine Mary Stewart,Nao,6.4,Nao
2616,Dick Tracy,1990,Action,Crime,12,105,Warren Beatty,Sim,USA,47000000,Warren Beatty,Nao,6.1,Sim
2617,Mummy,1999,Horror,Thriller,12,125,Stephen Sommers,Nao,USA,80000000,Brendan Fraser,Nao,7.0,Nao
2622,Midsummer Night's Dream,1999,Comedy,Fantasy,Rated PG+AC0-13 for some sexual content,116,Michael Hoffman,Nao,UK,11000000,Kevin Kline,Sim,6.5,Nao
2628,Star Wars: Episode I +AC0- The Phantom Menace,1999,Sci+AC0-Fi,Action,Livre,136,George Lucas,Nao,USA,115000000,Ewan McGregor,Nao,6.5,Nao
2629,Love Letter,1999,Comedy,Romance,Rated PG+AC0-13 on appeal for some sensualitynudity and strong language,88,Peter Ho+AC0-Sun Chan,Nao,USA,20000000,Kate Capshaw,Nao,5.4,Nao
2633,Mummy,1932,Horror,Romance,12,73,Karl Freund,Nao,USA,196000,Boris Karloff,Nao,7.2,Nao
2638,Mummy's Tomb,1942,Horror,?,?,60,Harold Young,Nao,USA,?,Dick Foran,Nao,5.7,Nao
2639,Mommie Dearest,1981,Drama,?,R,129,Frank Perry,Nao,USA,5000000,Faye Dunaway,Sim,6.7,Nao
2640,Superman,1978,Sci+AC0-Fi,Action,Livre,143,Richard Donner,Nao,USA,55000000,Christopher Reeve,Nao,7.3,Nao
2641,Superman II,1980,Sci+AC0-Fi,Action,Livre,127,Richard Lester,Nao,UK,54000000,Gene Hackman,Sim,6.8,Nao
2642,Superman III,1983,Sci+AC0-Fi,Action,10,125,Richard Lester,Nao,Netherlands,39000000,Christopher Reeve,Nao,4.9,Nao
2643,Superman IV: The Quest for Peace,1987,Sci+AC0-Fi,Action,Livre,90,Sidney J. Furie,Nao,UK,17000000,Christopher Reeve,Nao,3.7,Nao
2644,Dracula,1931,Horror,?,12,75,Tod Browning,Nao,USA,355000,Bela Lugosi,Nao,7.6,Nao
2646,House of Dracula,1945,Horror,?,10,67,Erle C. Kenton,Nao,USA,?,Onslow Stevens,Nao,5.8,Nao
2647,House of Frankenstein,1944,Horror,?,Livre,71,Erle C. Kenton,Nao,USA,?,Boris Karloff,Nao,6.3,Nao
2648,Frankenstein,1931,Horror,?,12,70,James Whale,Nao,USA,291000,Colin Clive,Nao,7.9,Nao
2649,Son of Frankenstein,1939,Horror,?,Livre,99,Rowland V. Lee,Nao,USA,?,Boris Karloff,Nao,7.2,Nao
2653,Son of Dracula,1943,Horror,?,10,80,Robert Siodmak,Nao,USA,?,Lon Chaney Jr.,Nao,6.2,Nao
2657,Rocky Horror Picture Show,1975,Horror,Comedy,18,100,Jim Sharman,Nao,UK,1200000,Tim Curry,Nao,7.4,Nao
2660,Thing From Another World,1951,Sci+AC0-Fi,?,?,87,Christian Nyby,Nao,USA,?,Kenneth Tobey,Nao,7.3,Nao
2661,It Came from Outer Space,1953,Sci+AC0-Fi,?,?,81,Jack Arnold,Nao,USA,800000,Richard Carlson,Nao,6.6,Nao
2662,War of the Worlds,1953,Sci+AC0-Fi,Action,?,85,Byron Haskin,Nao,USA,2000000,Gene Barry,Nao,7.1,Sim
2663,It Came from Beneath the Sea,1955,Sci+AC0-Fi,?,?,79,Robert Gordon,Nao,USA,?,Kenneth Tobey,Nao,5.9,Nao
2664,Invasion of the Body Snatchers,1956,Horror,Sci+AC0-Fi,?,80,Don Siegel,Nao,USA,417000,Kevin McCarthy,Nao,7.8,Nao
2667,Mole People,1956,Sci+AC0-Fi,?,?,77,Virgil W. Vogel (as Virgil Vogel),Nao,USA,200000,John Agar,Nao,4.8,Nao
2668,Swamp Thing,1982,Horror,Sci+AC0-Fi,?,91,Wes Craven,Nao,USA,3000000,Louis Jourdan,Nao,5.4,Nao
2671,Notting Hill,1999,Comedy,Romance,Rated PG+AC0-13 for sexual content and brief strong language,124,Roger Michell,Nao,UK,42000000,Hugh Grant,Nao,7.0,Nao
2672,Thirteenth Floor,1999,Drama,Sci+AC0-Fi,Livre,100,Josef Rusnak,Nao,Germany,16000000,Craig Bierko,Nao,7.0,Nao
2683,Austin Powers: The Spy Who Shagged Me,1999,Comedy,?,Rated PG+AC0-13 for sexual innuendo and crude humor,95,Jay Roach,Nao,USA,33000000,Mike Myers,Nao,6.6,Nao
2686,Red Violin,1998,Drama,Mystery,Rated R for some sexuality,130,Francois Girard,Nao,Canada,10000000,Carlo Cecchi,Nao,7.7,Sim
2687,Tarzan,1999,Animation,Family,Livre,88,Chris Buck,Nao,USA,130000000,Tony Goldwyn,Nao,7.2,Sim
2688,General's Daughter,1999,Drama,Thriller,Rated R for graphic images relating to sexual violence including a strong rape scene some perverse sexuality nudity and language,116,Simon West,Nao,USA,95000000,John Travolta,Nao,6.3,Nao
2690,Ideal Husband,1999,Comedy,?,Rated PG+AC0-13 for brief sensuality/nudity,97,Oliver Parker,Nao,UK,14000000,Rupert Everett,Nao,6.9,Nao
2692,Run Lola Run,1998,Action,Crime,12,81,Tom Tykwer,Nao,Germany,?,Franka Potente,Nao,7.8,Nao
2694,Big Daddy,1999,Comedy,?,Livre,93,Dennis Dugan,Nao,USA,34200000,Adam Sandler,Nao,6.4,Nao
2699,Arachnophobia,1990,Sci+AC0-Fi,Action,?,103,Frank Marshall,Nao,USA,31000000,Jeff Daniels,Nao,6.4,Nao
2700,South Park: Bigger,1999,Animation,Comedy,14,81,Trey Parker,Nao,USA,21000000,Trey Parker,Nao,7.8,Nao
2701,Wild Wild West,1999,Sci+AC0-Fi,Action,12,106,Barry Sonnenfeld,Nao,USA,170000000,Will Smith,Nao,4.8,Nao
2706,American Pie,1999,Comedy,?,Rated R for strong sexualitycrude sexual dialoguelanguage and drinkingall involving teens,95,Paul Weitz,Nao,USA,11000000,Jason Biggs,Nao,7.0,Nao
2707,Arlington Road,1999,Thriller,?,Rated R for violence and some language,117,Mark Pellington,Nao,USA,31000000,Jeff Bridges,Sim,7.2,Nao
2709,Muppets From Space,1999,Family,Comedy,?,87,Tim Hill,Nao,USA,24000000,Dave Goelz,Nao,6.2,Nao
2710,Blair Witch Project,1999,Horror,?,14,81,Daniel Myrick,Nao,USA,60000,Heather Donahue,Nao,6.4,Nao
2712,Eyes Wide Shut,1999,Drama,?,18,159,Stanley Kubrick,Nao,UK,65000000,Tom Cruise,Nao,7.3,Nao
2713,Lake Placid,1999,Horror,Thriller,Rated R for violent creature attacks and related gore and for language,82,Steve Miner,Nao,USA,35000000,Bridget Fonda,Nao,5.6,Nao
2716,Ghostbusters,1984,Horror,Comedy,Livre,105,Ivan Reitman,Nao,USA,30000000,Bill Murray,Nao,7.8,Nao
2717,Ghostbusters II,1989,Horror,Comedy,Livre,108,Ivan Reitman,Nao,USA,37000000,Bill Murray,Nao,6.5,Nao
2718,Drop Dead Gorgeous,1999,Comedy,?,Rated PG+AC0-13 for irreverent and crude humorsex+AC0-related material and language,97,Michael Patrick Jann,Nao,Germany,15000000,Kirsten Dunst,Nao,6.6,Nao
2719,Haunting,1999,Horror,Thriller,Rated PG+AC0-13 for intense horror sequences,113,Jan de Bont,Nao,USA,80000000,Liam Neeson,Nao,4.9,Nao
2720,Inspector Gadget,1999,Family,Adventure,Livre,78,David Kellogg,Nao,USA,90000000,Matthew Broderick,Nao,4.1,Nao
2721,Trick,1999,Romance,?,Rated R for strong language and sexual content,89,Jim Fall,Nao,USA,450000,Christian Campbell,Nao,7.2,Nao
2722,Deep Blue Sea,1999,Sci+AC0-Fi,Action,Rated R for graphic shark attacksand for language,105,Renny Harlin,Nao,USA,60000000,Thomas Jane,Nao,5.8,Nao
2723,Mystery Men,1999,Comedy,Action,Rated PG+AC0-13 for comic action violence and crude humor,121,Kinka Usher,Nao,USA,68000000,Ben Stiller,Nao,6.0,Nao
2724,Runaway Bride,1999,Comedy,Romance,Livre,116,Garry Marshall,Nao,USA,70000000,Julia Roberts,Sim,5.5,Nao
2725,Twin Falls Idaho,1999,Drama,?,Rated R for language,111,Michael Polish,Nao,USA,500000,Michael Polish,Nao,7.3,Nao
2728,Spartacus,1960,Drama,?,12,184,Stanley Kubrick,Nao,USA,12000000,Kirk Douglas,Nao,7.9,Sim
2729,Lolita,1962,Drama,?,12,153,Stanley Kubrick,Nao,UK,2000000,James Mason,Nao,7.6,Nao
2731,400 Blows,1959,Drama,?,?,99,Francois Truffaut,Nao,France,?,Jean+AC0-Pierre Leaud,Nao,8.1,Nao
2734,Mosquito Coast,1986,Drama,?,?,117,Peter Weir,Nao,USA,25000000,Harrison Ford,Nao,6.6,Nao
2735,Golden Child,1986,Comedy,Action,?,94,Michael Ritchie,Nao,USA,25000000,Eddie Murphy,Nao,5.9,Nao
2738,Crimes of the Heart,1986,Drama,Comedy,?,105,Bruce Beresford,Nao,USA,20000000,Diane Keaton,Sim,6.4,Nao
2746,Little Shop of Horrors,1986,Horror,Comedy,Rated PG+AC0-13 for mature thematic material including comic horror violence substance abuse language and sex references,94,Frank Oz,Nao,USA,25000000,Rick Moranis,Nao,6.9,Nao
2747,Little Shop of Horrors,1960,Horror,Comedy,?,72,Roger Corman,Nao,USA,27000,Jonathan Haze,Nao,6.3,Nao
2752,Outrageous Fortune,1987,Comedy,Mystery,?,99,Arthur Hiller,Nao,USA,?,Shelley Long,Nao,6.1,Nao
2755,Light of Day,1987,Drama,?,?,107,Paul Schrader,Nao,USA,?,Michael J. Fox,Nao,5.5,Nao
2757,Frances,1982,Drama,?,?,140,Graeme Clifford,Nao,USA,?,Jessica Lange,Sim,7.4,Nao
2759,Dick,1999,Comedy,?,12,94,Andrew Fleming,Nao,France,13000000,Kirsten Dunst,Nao,6.1,Nao
2761,Iron Giant,1999,Animation,Family,Rated PG for fantasy action violence language some thematic material and smoking,86,Brad Bird,Nao,USA,70000000,Eli Marienthal,Nao,8.0,Nao
2762,Sixth Sense,1999,Thriller,?,12,107,M. Night Shyamalan,Nao,USA,40000000,Bruce Willis,Nao,8.1,Nao
2763,Thomas Crown Affair,1999,Action,Thriller,16,113,John McTiernan,Nao,USA,48000000,Pierce Brosnan,Nao,6.8,Nao
2766,Adventures of Sebastian Cole,1998,Drama,Comedy,Rated R for language and crude sexual referencesand for some substance abuse,99,Tod Williams,Nao,USA,?,Adrian Grenier,Nao,6.9,Nao
2770,Bowfinger,1999,Comedy,?,Rated PG+AC0-13 for sex+AC0-related material and language,97,Frank Oz,Nao,USA,55000000,Steve Martin,Nao,6.4,Nao
2779,Heaven Can Wait,1978,Comedy,?,?,101,Warren Beatty,Sim,USA,?,Warren Beatty,Nao,6.9,Sim
2780,Raven,1963,Horror,Comedy,?,86,Roger Corman,Nao,USA,200000,Vincent Price,Nao,6.7,Nao
2782,Pit and the Pendulum,1961,Horror,?,14,80,Roger Corman,Nao,USA,200000,Vincent Price,Nao,7.1,Nao
2789,Damien: Omen II,1978,Horror,?,?,107,Don Taylor,Nao,USA,6800000,William Holden,Sim,6.3,Nao
2790,Final Conflict,1981,Horror,?,?,108,Graham Baker,Nao,UK,5000000,Sam Neill,Nao,5.6,Nao
2791,Airplane+ACE-,1980,Comedy,?,?,88,Jim Abrahams,Nao,USA,3500000,Robert Hays,Nao,7.8,Nao
2792,Airplane II: The Sequel,1982,Comedy,?,?,85,Ken Finkleman,Nao,USA,15000000,Robert Hays,Nao,6.1,Nao
2794,European Vacation,1985,Comedy,?,?,95,Amy Heckerling,Nao,USA,17000000,Chevy Chase,Nao,6.1,Nao
2795,Vacation,1983,Comedy,?,16,98,Harold Ramis,Nao,USA,15000000,Chevy Chase,Nao,7.4,Nao
2797,Big,1988,Comedy,Fantasy,?,104,Penny Marshall,Nao,USA,18000000,Tom Hanks,Sim,7.3,Nao
2802,Tequila Sunrise,1988,Action,Romance,?,115,Robert Towne,Nao,USA,23000000,Mel Gibson,Nao,6.0,Nao
2804,Christmas Story,1983,Drama,Comedy,?,94,Bob Clark,Nao,USA,3300000,Peter Billingsley,Nao,8.0,Nao
2805,Mickey Blue Eyes,1999,Comedy,Romance,Rated PG+AC0-13 for brief strong languagesome violence and sensuality,102,Kelly Makin,Nao,UK,75000000,Hugh Grant,Nao,5.8,Nao
2806,Teaching Mrs. Tingle,1999,Comedy,Thriller,Rated PG+AC0-13 for thematic contentviolencesexualitylanguage and some teen drinking,96,Kevin Williamson,Nao,USA,13000000,Helen Mirren,Sim,5.2,Nao
2819,Three Days of the Condor,1975,Thriller,?,14,117,Sydney Pollack,Sim,USA,?,Robert Redford,Nao,7.5,Nao
2820,Hamlet,1964,Drama,?,?,140,Grigori Kozintsev,Nao,Soviet Union,?,Innokentiy Smoktunovskiy,Nao,8.4,Nao
2822,Medicine Man,1992,Adventure,Romance,?,106,John McTiernan,Nao,USA,40000000,Sean Connery,Sim,6.0,Nao
2826,13th Warrior,1999,Horror,Thriller,14,102,John McTiernan,Nao,USA,160000000,Antonio Banderas,Nao,6.6,Nao
2827,Astronaut's Wife,1999,Sci+AC0-Fi,Thriller,Rated R for violencelanguage and a strong scene of sexuality,109,Rand Ravich,Nao,USA,75000000,Charlize Theron,Sim,5.3,Nao
2828,Dudley Do+AC0-Right,1999,Family,Comedy,Rated PG for mild comic action violenceand for brief language and innuendo,77,Hugh Wilson,Nao,USA,70000000,Brendan Fraser,Nao,3.9,Nao
2836,Outside Providence,1999,Comedy,?,Rated R for pervasive teen drug use and strong language including sexual references,96,Michael Corrente,Nao,USA,7000000,Shawn Hatosy,Nao,6.4,Nao
2840,Stigmata,1999,Thriller,?,Rated R for intense violent sequenceslanguage and some sexuality,103,Rupert Wainwright,Nao,USA,29000000,Patricia Arquette,Sim,6.2,Nao
2841,Stir of Echoes,1999,Thriller,?,14,99,David Koepp,Nao,USA,12000000,Kevin Bacon,Nao,7.0,Nao
2846,Adventures of Milo and Otis,1986,Family,?,?,90,Masanori Hata,Nao,Japan,?,Kyoko Koizumi,Nao,7.1,Nao
2856,I Saw What You Did,1965,Thriller,?,?,82,William Castle,Nao,USA,?,Joan Crawford,Sim,6.2,Nao
2857,Yellow Submarine,1968,Animation,Musical,?,90,George Dunning,Nao,UK,?,Paul McCartney,Nao,7.4,Nao
2858,American Beauty,1999,Drama,Comedy,14,122,Sam Mendes,Sim,USA,15000000,Kevin Spacey,Sim,8.4,Sim
2860,Blue Streak,1999,Comedy,?,Rated PG+AC0-13 for action violence continuous language and some crude humor,93,Les Mayfield,Nao,USA,65000000,Martin Lawrence,Nao,6.3,Nao
2861,For Love of the Game,1999,Drama,Comedy,Rated PG+AC0-13 for brief strong language and some sexuality,137,Sam Raimi,Nao,USA,80000000,Kevin Costner,Nao,6.5,Nao
2863,Hard Day's Night,1964,Comedy,Musical,G,87,Richard Lester,Nao,UK,560000,John Lennon,Nao,7.7,Nao
2870,Barefoot in the Park,1967,Comedy,?,?,106,Gene Saks,Nao,USA,?,Robert Redford,Nao,7.0,Nao
2871,Deliverance,1972,Thriller,Adventure,14,109,John Boorman,Nao,USA,2000000,Jon Voight,Sim,7.7,Nao
2872,Excalibur,1981,Drama,Romance,14,140,John Boorman,Nao,USA,11000000,Nigel Terry,Nao,7.4,Nao
2873,Lulu on the Bridge,1998,Drama,Romance,Rated PG+AC0-13 for some violencebrief strong language and sensuality,103,Paul Auster,Nao,USA,?,Harvey Keitel,Nao,6.3,Nao
2874,Pajama Game,1957,Comedy,?,?,101,George Abbott,Nao,USA,?,Doris Day,Nao,6.8,Nao
2875,Sommersby,1993,Drama,Romance,Rated PG+AC0-13 for sensuality,114,Jon Amiel,Nao,France,?,Richard Gere,Nao,6.1,Nao
2883,Mumford,1999,Comedy,?,Rated R for sex+AC0-related imageslanguage and drug content,112,Lawrence Kasdan,Nao,USA,28000000,Loren Dean,Nao,6.9,Nao
2888,Drive Me Crazy,1999,Comedy,Romance,Rated PG+AC0-13 for teen alcohol and drug use and for language,91,John Schultz,Nao,USA,8500000,Melissa Joan Hart,Nao,5.7,Nao
2890,Three Kings,1999,Drama,War,18,114,David O. Russell,Nao,USA,75000000,George Clooney,Sim,7.1,Nao
2901,Phantasm,1979,Horror,Sci+AC0-Fi,Rated R for nudityviolenceand intense scenes,88,Don Coscarelli,Nao,USA,300000,A. Michael Baldwin,Nao,6.9,Nao
2907,Superstar,1999,Comedy,?,14,81,Bruce McCulloch,Nao,USA,34000000,Molly Shannon,Nao,5.0,Nao
2908,Boys Don't Cry,1999,Drama,?,18,118,Kimberly Peirce,Nao,USA,2000000,Hilary Swank,Sim,7.6,Sim
2912,Limey,1999,Drama,Action,Rated R for violence and language,89,Steven Soderbergh,Sim,USA,9000000,Terence Stamp,Nao,7.1,Nao
2915,Risky Business,1983,Comedy,?,?,99,Paul Brickman,Nao,USA,6200000,Tom Cruise,Nao,6.8,Nao
2916,Total Recall,1990,Sci+AC0-Fi,Action,14,113,Paul Verhoeven,Nao,USA,65000000,Arnold Schwarzenegger,Nao,7.5,Nao
2918,Ferris Bueller's Day Off,1986,Comedy,?,Livre,103,John Hughes,Nao,USA,6000000,Matthew Broderick,Nao,7.8,Nao
2919,Year of Living Dangerously,1982,Drama,Romance,?,115,Peter Weir,Nao,Australia,13000000,Mel Gibson,Nao,7.2,Sim
2920,Children of Paradise,1945,Drama,Romance,18,189,Marcel Carne,Nao,France,?,Arletty,Nao,8.4,Nao
2922,Hang 'em High,1968,Western,?,?,114,Ted Post,Nao,USA,1600000,Clint Eastwood,Nao,7.0,Nao
2927,Brief Encounter,1945,Drama,Romance,?,86,David Lean,Sim,UK,?,Celia Johnson,Nao,8.1,Nao
2935,Lady Eve,1941,Comedy,Romance,?,94,Preston Sturges,Nao,USA,?,Barbara Stanwyck,Nao,8.0,Nao
2936,Sullivan's Travels,1941,Comedy,?,?,90,Preston Sturges,Nao,USA,689665,Joel McCrea,Nao,8.1,Nao
2939,Niagara,1953,Drama,Thriller,?,92,Henry Hathaway,Nao,USA,1250000,Marilyn Monroe,Nao,7.1,Nao
2940,Gilda,1946,Film+AC0-Noir,?,12,110,Charles Vidor,Nao,USA,?,Rita Hayworth,Nao,7.8,Nao
2946,Help+ACE-,1965,Comedy,Musical,?,92,Richard Lester,Nao,UK,1500000,John Lennon,Nao,7.3,Nao
2947,Goldfinger,1964,Action,?,14,110,Guy Hamilton,Nao,UK,3000000,Sean Connery,Sim,7.8,Sim
2948,From Russia with Love,1963,Action,?,12,115,Terence Young,Nao,UK,2000000,Sean Connery,Sim,7.5,Nao
2949,Dr. No,1962,Action,?,12,110,Terence Young,Nao,UK,1100000,Sean Connery,Sim,7.3,Nao
2952,Hard 8,1996,Thriller,Crime,14,102,Paul Thomas Anderson,Nao,USA,3000000,Philip Baker Hall,Nao,7.3,Nao
2959,Fight Club,1999,Drama,?,18,139,David Fincher,Nao,USA,63000000,Brad Pitt,Nao,8.8,Nao
2966,Straight Story,1999,Drama,?,Livre,112,David Lynch,Nao,France,10000000,Richard Farnsworth,Nao,8.0,Nao
2968,Time Bandits,1981,Sci+AC0-Fi,Adventure,?,116,Terry Gilliam,Nao,UK,5000000,Sean Connery,Sim,7.0,Nao
2973,Crimes and Misdemeanors,1989,Comedy,?,12,104,Woody Allen,Sim,USA,19000000,Martin Landau,Sim,8.0,Nao
2975,Best Man,1999,Drama,?,Rated R for language and sexuality,120,Malcolm D. Lee,Nao,USA,9000000,Taye Diggs,Nao,6.7,Nao
2976,Bringing Out the Dead,1999,Horror,Drama,18,121,Martin Scorsese,Sim,USA,55000000,Nicolas Cage,Sim,6.8,Nao
2985,Robocop,1987,Sci+AC0-Fi,Action,14,102,Paul Verhoeven,Nao,USA,13000000,Peter Weller,Nao,7.5,Nao
2987,Who Framed Roger Rabbit,1988,Animation,Adventure,10,104,Robert Zemeckis,Sim,USA,70000000,Bob Hoskins,Nao,7.7,Sim
2989,For Your Eyes Only,1981,Action,?,12,127,John Glen,Nao,UK,28000000,Roger Moore,Nao,6.8,Nao
2990,Licence to Kill,1989,Action,?,12,133,John Glen,Nao,UK,32000000,Timothy Dalton,Nao,6.6,Nao
2991,Live and Let Die,1973,Action,?,Livre,121,Guy Hamilton,Nao,UK,7000000,Roger Moore,Nao,6.8,Nao
2993,Thunderball,1965,Action,?,12,130,Terence Young,Nao,UK,9000000,Sean Connery,Sim,7.0,Sim
2995,House on Haunted Hill,1999,Horror,?,Rated R for horror violence and goresexual images and language,93,William Malone,Nao,USA,37000000,Geoffrey Rush,Sim,5.6,Nao
2996,Music of the Heart,1999,Drama,?,Rated PG for brief mild language and sensuality,124,Wes Craven,Nao,USA,27000000,Meryl Streep,Sim,6.8,Nao
2997,Being John Malkovich,1999,Comedy,?,18,112,Spike Jonze,Nao,USA,13000000,John Cusack,Nao,7.8,Nao
2998,Dreaming of Joseph Lees,1998,Romance,?,Rated R for some sexuality,92,Eric Styles,Nao,USA,?,Rupert Graves,Nao,6.4,Nao
3000,Princess Mononoke,1997,Animation,Adventure,12,134,Hayao Miyazaki,Nao,Japan,?,Yoji Matsuda,Nao,8.4,Nao
3004,Bachelor,1999,Comedy,Romance,Rated PG+AC0-13 for language,101,Gary Sinyor,Nao,USA,51000000,Chris O'Donnell,Nao,5.0,Nao
3005,Bone Collector,1999,Thriller,?,14,118,Phillip Noyce,Nao,USA,73000000,Denzel Washington,Sim,6.7,Nao
3006,Insider,1999,Drama,?,14,157,Michael Mann,Nao,USA,68000000,Russell Crowe,Sim,7.9,Nao
3011,They Shoot Horses,1969,Drama,?,M/PG,129,Sydney Pollack,Sim,USA,?,Jane Fonda,Sim,7.9,Sim
3012,Battling Butler,1926,Comedy,?,?,77,Buster Keaton,Nao,USA,?,Buster Keaton,Nao,7.1,Nao
3015,Coma,1978,Thriller,?,?,113,Michael Crichton,Nao,USA,?,Michael Douglas,Sim,6.9,Nao
3016,Creepshow,1982,Horror,?,12,120,George A. Romero,Nao,USA,8000000,Hal Holbrook,Nao,6.9,Nao
3017,Creepshow 2,1987,Horror,?,12,92,Michael Gornick,Nao,USA,3500000,George Kennedy,Sim,6.0,Nao
3019,Drugstore Cowboy,1989,Drama,Crime,?,102,Gus Van Sant (as Gus Van Sant Jr.),Nao,USA,2500000,Matt Dillon,Nao,7.4,Nao
3020,Falling Down,1993,Drama,Action,16,113,Joel Schumacher,Nao,France,25000000,Michael Douglas,Sim,7.6,Nao
3022,General,1926,Comedy,?,?,67,Clyde Bruckman,Nao,USA,750000,Buster Keaton,Nao,8.2,Nao
3028,Taming of the Shrew,1967,Comedy,?,?,122,Franco Zeffirelli,Nao,Italy,4000000,Elizabeth Taylor,Sim,7.2,Nao
3032,Omega Man,1971,Sci+AC0-Fi,?,14,98,Boris Sagal,Nao,USA,?,Charlton Heston,Sim,6.6,Nao
3033,Spaceballs,1987,Sci+AC0-Fi,Comedy,Livre,96,Mel Brooks,Nao,USA,22700000,Mel Brooks,Nao,7.1,Nao
3035,Mister Roberts,1955,Drama,War,?,123,John Ford,Sim,USA,?,Henry Fonda,Sim,7.8,Sim
3037,Little Big Man,1970,Drama,Western,Rated PG+AC0-13 for intense battle sequences and some sexual content,139,Arthur Penn,Nao,USA,15000000,Dustin Hoffman,Sim,7.6,Nao
3038,Face in the Crowd,1957,Drama,?,?,126,Elia Kazan,Sim,USA,?,Andy Griffith,Nao,8.2,Nao
3039,Trading Places,1983,Comedy,?,?,116,John Landis,Nao,USA,?,Eddie Murphy,Nao,7.5,Nao
3040,Meatballs,1979,Comedy,?,?,94,Ivan Reitman,Nao,Canada,?,Bill Murray,Nao,6.2,Nao
